[Header]
; MPMS3 Data File (default extension .dat)
; Copyright (c) 2007, Quantum Design, Inc. All rights reserved.

This is an example Quantum Design data file. The data was generated with:
MagentroData.sim_data(np.linspace(1., 100., 100), np.linspace(20., 100., 5), sigma_m=5e-5, random_seed=0)

... (other info)

INFO,0.10,SAMPLE_MASS

... (other info)

[Data]
Comment,Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu)
,7.000000163339945,60.00000015215119,0.005819951010010103,5e-05
,7.999998707353877,59.9999993642582,0.005925564560040568,5e-05
,8.999999528186846,59.99999988424096,0.005828670918339856,5e-05
,10.000001377950953,60.000000294800316,0.00577954047259579,5e-05
,11.000000135730733,59.99999973199591,0.005793302927092588,5e-05
,12.000002310363486,59.99999962809928,0.005791954554069057,5e-05
,12.999999212807257,60.00000125208394,0.005821849257904547,5e-05
,14.000000580284416,59.999999053392315,0.005768158178872685,5e-05
,14.999999804494172,59.99999965053653,0.0057494848922105424,5e-05
,16.000000565817846,59.99999796873099,0.005777720889555337,5e-05
,16.99999999278864,60.000000540969964,0.005804101073297145,5e-05
,17.99999943880189,60.00000082826446,0.005810563149500292,5e-05
,18.999999132383234,60.00000054848683,0.005796870705847592,5e-05
,20.00000306603674,60.00000091767249,0.00574178220052603,5e-05
,20.99999992265494,60.00000044070674,0.005675980837604098,5e-05
,21.99999798333931,60.00000034251539,0.005717727483472749,5e-05
,22.999999351399392,60.00000047394707,0.0057696806804373784,5e-05
,24.000000678039726,59.99999973269157,0.005687569961313562,5e-05
,24.999999499991567,60.000001188327865,0.0057666355897943,5e-05
,26.000001360446202,59.999999651427935,0.005725236917517607,5e-05
,27.000001002398275,59.999998537648075,0.005727307087963392,5e-05
,27.999999847661364,60.00000084978361,0.005814954575222984,5e-05
,28.99999952778406,60.00000185070278,0.005773261648670542,5e-05
,29.999998995198993,59.99999903984888,0.005834821091715947,5e-05
,30.99999930003346,59.99999989836887,0.005723777363880363,5e-05
,31.999998526856924,59.99999931455799,0.005831921740528903,5e-05
,33.00000120439629,59.99999961941675,0.005825413417626476,5e-05
,34.00000159070079,60.00000004609297,0.005634384117473334,5e-05
,34.99999874386193,59.999998758191545,0.005783120454879345,5e-05
,35.999998818317025,59.99999972234633,0.005866852230757301,5e-05
,36.99999823148814,59.99999853403261,0.0058292027465624546,5e-05
,37.999999036145766,59.99999943177236,0.005766657133896019,5e-05
,38.9999968936632,59.99999881393035,0.005772859313211025,5e-05
,39.999998857721046,59.9999989409393,0.005711945999940047,5e-05
,41.0000012969154,59.99999828008932,0.005776301576457843,5e-05
,41.99999965432747,60.00000121935459,0.005660974401231852,5e-05
,43.000000854584236,60.000000509059085,0.005679754556711914,5e-05
,43.999999511030936,59.99999808253596,0.005761115039743014,5e-05
,45.000001760667296,59.9999994031724,0.005673061849774348,5e-05
,46.000000199217986,59.9999993295614,0.005618742668025684,5e-05
,46.99999961799771,59.99999930905587,0.005587985115945989,5e-05
,48.00000255242403,59.99999855311649,0.005680004195299099,5e-05
,48.999999675528144,60.000000754385724,0.005537353851230905,5e-05
,49.99999877877665,59.999999604136214,0.005382428286682561,5e-05
,51.000000201910005,60.00000046814891,0.005433054560588508,5e-05
,51.99999996116496,60.00000052675576,0.005266722072330529,5e-05
,53.00000106632455,60.000001375445315,0.005222665250797647,5e-05
,53.99999907836607,59.99999818512772,0.005064158905204387,5e-05
,55.00000080471693,60.00000173860211,0.004948004681349515,5e-05
,56.00000085274847,60.000001268815275,0.004930375111582074,5e-05
,56.99999933231271,60.00000057306599,0.004741639983644283,5e-05
,58.000000163244,60.00000238359223,0.004625754213780698,5e-05
,58.99999916924804,60.0000002049786,0.004589936990639192,5e-05
,60.00000234580807,60.00000082147891,0.004363254279692833,5e-05
,60.99999929586044,59.99999926158602,0.004223421118703773,5e-05
,61.99999954692556,60.000001134357404,0.004192019071852817,5e-05
,62.99999893416198,60.00000016782597,0.003935160298695232,5e-05
,63.999999653878724,59.999999548799856,0.0038626051285023375,5e-05
,64.99999999412397,60.0000021169392,0.003748223575298339,5e-05
,66.00000076778913,59.99999969520034,0.0035654366379882997,5e-05
,66.99999938951335,60.00000000886133,0.0034434822625290062,5e-05
,67.99999981422604,59.99999980272004,0.003400282229467166,5e-05
,68.99999858351063,59.99999924432909,0.003250724314904077,5e-05
,69.99999917259777,60.0000005312724,0.003059846880537245,5e-05
,71.00000275580756,60.000000738409604,0.003006946330264936,5e-05
,72.0000010412432,60.000000354372524,0.0029324239679561557,5e-05
,72.99999921857597,59.999997639421736,0.002671263683145242,5e-05
,73.99999866260276,60.00000100799701,0.0026205462428750847,5e-05
,74.99999902441716,59.99999964976165,0.0026017788145885528,5e-05
,75.99999997830913,59.99999878367659,0.002422475090506193,5e-05
,77.00000003472779,60.00000060328096,0.0023251674032294684,5e-05
,77.9999992556394,60.00000056284942,0.0021707457794256486,5e-05
,78.99999871342553,59.9999989569263,0.0020408147096148354,5e-05
,80.0000014223785,60.00000247243568,0.002041545423173133,5e-05
,81.00000045168545,59.99999879037345,0.00192440618548929,5e-05
,81.99999962543198,59.999998266997295,0.0018001193077988229,5e-05
,82.9999997793388,59.99999884582857,0.0016939723615085741,5e-05
,83.99999947046955,60.00000142079984,0.0015478864909793993,5e-05
,84.99999706395455,59.99999982414327,0.001564502670896486,5e-05
,86.00000011566183,59.99999962794331,0.001446860603340586,5e-05
,86.99999892945559,59.999999937842276,0.001402794657661575,5e-05
,87.9999989973157,59.99999940338609,0.0013739743136917078,5e-05
,88.9999993597376,59.99999930973659,0.0013154542758729306,5e-05
,90.00000073230171,59.99999935878451,0.0012473165844899751,5e-05
,90.99999882946919,60.00000070795552,0.001263810425598243,5e-05
,91.99999856571854,60.00000102045588,0.001151678492910927,5e-05
,93.00000063985208,59.99999894490744,0.0010010576240940092,5e-05
,94.0000007543689,60.00000023922797,0.0009448608418763226,5e-05
,94.99999904106629,60.00000078820724,0.0010519782773215896,5e-05
,96.00000056239767,59.99999891824805,0.0008544878172294979,5e-05
,96.99999970836757,59.99999949743341,0.0008397307267899229,5e-05
,98.00000030129218,59.99999896193584,0.0008855783519479725,5e-05
,98.99999873903973,59.999998708971454,0.0008425312050404464,5e-05
,100.00000083289444,60.00000010186287,0.0007144163848107992,5e-05
,1.000001203258954,79.99999926386762,0.007881240381828723,5e-05
,2.0000006370732355,80.00000063112908,0.007781580672339445,5e-05
,3.000000558339962,79.99999997057807,0.007812177672834002,5e-05
,3.9999962277248438,80.00000041262736,0.00783371982895812,5e-05
,5.000000260629749,79.99999970771708,0.007846286205360455,5e-05
,5.999999974554683,79.99999936500262,0.007825265415236338,5e-05
,6.999999852954494,79.99999990932686,0.007844267500815273,5e-05
,7.99999936942201,79.99999999500388,0.007941956947558448,5e-05
,9.000000055364975,79.9999992941445,0.00785174802952709,5e-05
,10.000000412117405,80.00000042659545,0.007840809718290988,5e-05
,10.999999736211839,80.00000074659485,0.00782303705545503,5e-05
,11.99999953667586,80.0000001580827,0.00781274022709533,5e-05
,13.000001229753812,80.00000171349089,0.007882275169681926,5e-05
,13.999998894632892,79.99999936766099,0.007771333450563363,5e-05
,15.000001030155198,80.00000052059642,0.007815921936223765,5e-05
,16.000000176812463,79.9999995912652,0.007769793229213029,5e-05
,16.999999195694354,80.00000023462951,0.007832414387250342,5e-05
,17.999999710018106,79.99999917005066,0.007838570924771944,5e-05
,18.999999080006397,80.00000111512338,0.007884246613027366,5e-05
,20.00000067506452,80.0000001760209,0.007904670514790886,5e-05
,21.00000034790176,80.0000011922445,0.007885350152382705,5e-05
,21.999999443203826,79.99999873390442,0.00794139857135561,5e-05
,22.9999988977817,79.99999950648478,0.007948267416360325,5e-05
,24.000000301716092,79.9999991074342,0.007893374785314097,5e-05
,25.000000957385605,79.99999946805814,0.007904937149688044,5e-05
,25.99999988616365,79.9999993073903,0.007797658343875445,5e-05
,27.0000004183525,79.99999987945907,0.007917820892363547,5e-05
,27.99999962397285,79.99999998275285,0.007907574069912044,5e-05
,29.000000067569207,79.99999995901514,0.007827617899549388,5e-05
,29.999999708717088,79.99999944447613,0.007892358562327078,5e-05
,31.00000029404214,80.00000018742517,0.007960806554484995,5e-05
,31.999998490227487,80.0000008756155,0.007846560128744172,5e-05
,33.00000064419052,79.99999909772444,0.007964691851198693,5e-05
,33.99999977006752,80.00000000088862,0.007910740333094463,5e-05
,35.00000035860807,79.99999992592912,0.00785739002515061,5e-05
,35.99999965968987,80.00000046835463,0.007837822399268463,5e-05
,37.00000032036119,79.99999993614142,0.007856388067177174,5e-05
,37.9999989274372,79.99999998433519,0.0077066486798882975,5e-05
,39.00000118915441,79.99999900890421,0.007836563765116671,5e-05
,39.99999829645541,80.00000002170384,0.007642815052702883,5e-05
,40.99999896076118,79.99999907811551,0.007586580989792144,5e-05
,42.00000023566607,80.00000051570424,0.007619466253197292,5e-05
,43.000001462842285,79.99999989678106,0.007523644829529327,5e-05
,44.0000002781263,80.00000003985842,0.007468251516408355,5e-05
,44.99999975209155,79.99999910880963,0.007364325575469101,5e-05
,45.99999857490986,80.00000080375759,0.007233259475725212,5e-05
,46.99999980872334,80.0000006923139,0.007045646501113932,5e-05
,47.999999980122986,80.00000086152393,0.0069737822099993005,5e-05
,49.000001690568645,80.00000222738608,0.00688862515701215,5e-05
,50.00000062212522,79.99999994748062,0.006752891791785959,5e-05
,50.99999847090712,80.00000120340283,0.006520427560119499,5e-05
,52.00000202677909,79.9999998761722,0.006539411215339582,5e-05
,52.99999960499012,80.0000003940873,0.006433251987907983,5e-05
,53.99999912054029,80.00000036533743,0.006275374799117841,5e-05
,55.00000147482265,80.00000026459176,0.006003325262142003,5e-05
,55.99999995024424,80.00000065825618,0.005925240077879375,5e-05
,56.9999996325974,79.99999969606363,0.005644109406454901,5e-05
,58.00000021878599,80.00000004093228,0.0056802741440854,5e-05
,59.00000084488878,80.00000053530965,0.005343018496467837,5e-05
,60.00000099333621,80.0000017478539,0.005304201672063803,5e-05
,60.9999986247976,79.99999915764333,0.005185384763715211,5e-05
,62.00000199848147,79.99999819386738,0.00503577090215949,5e-05
,63.00000094686159,79.99999951591451,0.004833136588325874,5e-05
,63.99999962079894,80.00000008992843,0.00459054765065629,5e-05
,64.99999918134014,80.00000017497709,0.004504156885235259,5e-05
,65.99999903098757,80.00000009221779,0.004344974166618477,5e-05
,67.00000012337844,80.00000118279013,0.004228029345103445,5e-05
,67.9999993519837,80.00000097604979,0.004112489603969894,5e-05
,68.99999923512604,79.99999995073209,0.003952155025435406,5e-05
,70.00000081125441,79.99999953045288,0.0038837047003253593,5e-05
,71.00000036456734,79.99999965399113,0.003672001347170779,5e-05
,71.99999960542874,79.99999964369584,0.003483697164548039,5e-05
,73.00000073424759,79.99999977440052,0.0034517802311517785,5e-05
,74.00000136737863,79.99999842734944,0.003224723929839873,5e-05
,74.99999890550369,79.99999953895926,0.0031277951213544673,5e-05
,75.99999939670812,79.99999957511997,0.0029991187220744842,5e-05
,77.00000094262184,79.99999981111961,0.0027549551916058374,5e-05
,78.00000071894057,79.99999974569998,0.002766177260753414,5e-05
,79.00000022669886,80.00000067200715,0.002652725954722828,5e-05
,80.00000116242119,79.99999946805664,0.0025168934061274304,5e-05
,80.99999891178827,79.9999995614223,0.0024126488705223685,5e-05
,81.99999852086216,80.00000054193876,0.0022510349612251657,5e-05
,82.99999913349264,79.99999976468516,0.002218120145914663,5e-05
,84.0000001225441,80.00000021645472,0.002191072951345666,5e-05
,84.99999920391322,80.0000006693357,0.0020121641890544608,5e-05
,85.99999951278184,80.00000042196949,0.001903172711105646,5e-05
,86.99999902499988,80.00000025016244,0.0018102689172380078,5e-05
,87.99999937957085,79.99999980355844,0.0018559815062897137,5e-05
,88.99999899521278,80.00000068189411,0.0016048981048960606,5e-05
,90.0000003674662,80.00000017554994,0.0016354641055294976,5e-05
,91.00000079489106,79.99999949514725,0.0015223242452974627,5e-05
,91.99999951955407,79.99999984919081,0.001539269628439543,5e-05
,92.9999997927342,79.99999878187062,0.0014381427874364094,5e-05
,93.99999941896743,79.99999903844403,0.001300347539501574,5e-05
,95.00000053125122,79.99999811709196,0.0011626452516460925,5e-05
,96.00000008905604,79.99999932006862,0.0012488660507247672,5e-05
,97.0000015941569,80.00000133554542,0.0011905975727721963,5e-05
,97.99999890452797,79.99999944351116,0.0010053407337751606,5e-05
,99.0000003625025,80.00000078754081,0.0010432479010091416,5e-05
,100.0000004439914,79.99999999655014,0.0009137871090230216,5e-05
,0.999999639559829,99.99999929945118,0.00984350490908297,5e-05
,2.0000005835341272,100.00000133827952,0.00980203811819973,5e-05
,2.999998561477351,100.00000058220584,0.00993025802415749,5e-05
,4.000002118803031,99.99999824819943,0.00989929391500503,5e-05
,4.999998657955547,100.0000010414022,0.009913691750443238,5e-05
,6.000000919807261,99.9999989252085,0.00996600192346592,5e-05
,6.999998878877321,99.99999982208605,0.009932465210881189,5e-05
,8.000001150883032,100.00000066811342,0.009935204734086123,5e-05
,8.999999615225974,99.99999970014684,0.009951687669644332,5e-05
,10.000000158422907,100.00000111894406,0.009870536272131365,5e-05
,11.000000053343756,100.00000076126376,0.009932830904007752,5e-05
,12.000001100734096,99.9999984231244,0.009886195424469887,5e-05
,12.99999967845255,99.99999952756585,0.00991450660451622,5e-05
,13.99999703281629,100.00000028207373,0.009968773297996475,5e-05
,14.99999923994121,99.99999942500132,0.01004096883097595,5e-05
,16.000000183712324,99.9999997837235,0.010105674265617067,5e-05
,16.999999559531794,100.00000079978491,0.009963451494399905,5e-05
,18.00000076982085,100.00000031678131,0.010041013410911785,5e-05
,19.000001015326998,99.99999907938097,0.010042706894308896,5e-05
,19.99999985222819,100.00000017460637,0.010085326482023597,5e-05
,20.999998510354605,99.99999938773037,0.0100991013298402,5e-05
,22.00000138416511,99.99999878480764,0.010096885266755543,5e-05
,23.0000010830535,99.99999886994415,0.010036393153520718,5e-05
,23.999999700808864,100.00000028695554,0.010107097496772459,5e-05
,25.00000210828841,99.9999999718863,0.010130627376441048,5e-05
,25.99999965112454,100.00000000543181,0.01005443835302522,5e-05
,26.99999886288028,99.99999885379096,0.010167989681030271,5e-05
,27.999999844126567,99.99999981607046,0.010040637291726655,5e-05
,29.000001077833716,99.9999989628324,0.009997805656936849,5e-05
,29.999999062546557,99.99999907360616,0.010014778986932892,5e-05
,31.000001951225077,99.99999983487324,0.0099504737313377,5e-05
